time,bee type,in or out
06:00:00,1,Out
06:00:40,1,Out
06:02:08,1,In
06:02:08,2,In
06:03:34,1,Out
06:03:34,2,In
06:03:45,1,Out
06:04:36,1,In
06:05:13,1,In
06:05:45,1,Out
06:06:12,1,Out
06:07:42,1,Out
06:08:21,1,Out
06:10:01,1,In
06:10:27,1,In
06:11:21,1,In
06:11:21,2,In
06:11:55,1,In
06:12:11,1,In
06:14:00,1,Out
06:14:00,2,In
06:14:17,1,Out
06:15:04,1,Out
06:17:17,1,In
06:17:38,1,In
06:17:38,2,In
06:18:04,1,Out
06:18:51,1,Out
06:20:01,1,Out
06:21:51,1,Out
06:22:48,1,In
06:23:22,1,In
06:24:00,1,Out
06:24:31,1,Out
06:25:06,1,In
06:26:02,1,Out
06:27:03,1,In
06:27:47,1,Out
06:29:36,1,In
06:30:33,1,In
06:32:12,1,Out
06:32:40,1,In
06:32:46,1,In
06:33:03,1,In
06:33:08,1,In
06:33:26,1,Out
06:33:56,1,Out
06:34:07,1,In
06:34:25,1,Out
06:35:30,1,In
06:35:54,1,In
06:37:36,1,In
06:37:44,1,In
06:38:43,1,In
06:39:01,1,Out
06:39:47,1,In
06:40:26,1,Out
06:41:13,1,Out
06:41:41,1,In
06:42:19,1,In
06:42:38,1,Out
06:43:08,1,Out
06:43:20,1,Out
06:44:13,1,In
06:44:21,1,Out
06:45:20,1,Out
06:45:27,1,In
06:46:07,1,In
06:46:24,1,Out
06:46:37,1,In
06:47:13,1,In
06:47:53,1,Out
06:48:44,1,In
06:50:01,1,Out
06:50:51,1,Out
06:51:06,1,Out
06:51:06,2,Out
06:51:48,1,Out
06:52:21,1,In
06:53:16,1,Out
06:53:26,1,In
06:54:13,1,In
06:54:40,1,Out
06:55:31,1,Out
06:55:51,1,In
06:56:50,1,In
06:57:07,1,In
06:58:59,1,In
06:59:13,1,In
06:59:31,1,In
06:59:31,2,Out
06:59:36,1,In
06:59:50,1,In
07:00:20,1,Out
07:01:12,1,In
07:01:19,1,Out
07:01:40,1,In
07:01:55,1,In
07:02:33,1,Out
07:03:06,1,Out
07:03:46,1,In
07:04:14,1,In
07:04:23,1,In
07:04:33,1,Out
07:05:32,1,Out
07:06:25,1,Out
07:06:52,1,In
07:06:52,2,In
07:07:40,1,In
07:08:10,1,In
07:08:18,1,In
07:09:08,1,In
07:10:42,1,In
07:11:31,1,Out
07:11:50,1,In
07:12:44,1,Out
07:13:29,1,Out
07:13:51,1,Out
07:14:40,1,In
07:15:37,1,Out
07:16:02,1,In
07:17:45,1,Out
07:18:43,1,Out
07:19:20,1,In
07:19:36,1,In
07:20:34,1,Out
07:20:39,1,In
07:21:29,1,Out
07:22:00,1,In
07:22:38,1,Out
07:23:18,1,Out
07:23:18,2,In
07:24:01,1,In
07:24:48,1,Out
07:24:48,2,In
07:24:56,1,Out
07:25:10,1,Out
07:27:02,1,Out
07:27:28,1,In
07:28:13,1,In
07:29:32,1,Out
07:30:00,1,In
07:30:21,1,In
07:31:19,1,In
07:32:09,1,Out
07:32:58,1,Out
07:33:46,1,Out
07:34:19,1,In
07:34:36,1,In
07:34:41,1,Out
07:36:14,1,In
07:36:21,1,In
07:36:39,1,Out
07:37:32,1,Out
07:37:47,1,Out
07:38:00,1,Out
07:38:54,1,Out
07:40:13,1,In
07:40:53,1,In
07:42:14,1,In
07:43:02,1,Out
07:43:16,1,In
07:44:15,1,Out
07:44:52,1,In
07:45:04,1,In
07:46:47,1,Out
07:47:22,1,In
07:47:22,2,Out
07:48:17,1,Out
07:48:36,1,Out
07:48:42,1,In
07:48:42,2,In
07:49:51,1,Out
07:50:53,1,In
07:51:02,1,Out
07:51:02,2,Out
07:51:47,1,Out
07:53:17,1,In
07:54:54,1,In
07:56:07,1,In
07:57:00,1,In
07:58:12,1,Out
07:58:23,1,Out
07:58:33,1,In
07:59:28,1,Out
07:59:28,2,In
08:01:14,1,In
08:01:53,1,Out
08:03:03,1,Out
08:04:17,1,In
08:05:06,1,In
08:05:54,1,Out
08:05:54,2,In
08:06:51,1,In
08:06:51,2,In
08:08:14,1,In
08:08:48,1,In
08:09:56,1,In
08:10:49,1,In
08:12:26,1,Out
08:13:25,1,Out
08:13:56,1,In
08:15:03,1,In
08:16:24,1,Out
08:17:05,1,In
08:17:31,1,In
08:18:00,1,In
08:19:04,1,In
08:19:31,1,In
08:21:31,2,In
08:22:05,1,In
08:23:30,1,In
08:23:30,2,Out
08:23:39,1,In
08:24:47,1,In
08:25:43,1,Out
08:26:10,1,In
08:26:16,1,In
08:28:53,1,Out
08:28:53,2,In
08:29:47,1,Out
08:30:34,2,Out
08:31:39,2,In
08:32:40,1,Out
08:32:45,1,In
08:33:03,1,Out
08:33:18,1,Out
08:33:46,1,In
08:34:14,1,Out
08:34:43,1,In
08:35:11,1,In
08:36:00,1,In
08:39:39,1,In
08:39:52,1,In
08:40:17,1,In
08:40:52,1,Out
08:43:17,1,In
08:44:33,1,Out
08:46:58,1,Out
08:48:56,1,Out
08:52:34,1,Out
08:55:32,2,Out
08:56:28,1,In
08:57:35,2,Out
08:59:11,1,Out
08:59:41,1,Out
09:01:43,1,In
09:02:38,1,In
09:02:45,1,Out
09:02:45,2,Out
09:05:11,1,In
09:07:46,1,In
09:09:28,1,In
09:09:43,1,Out
09:09:57,1,In
09:10:21,1,Out
09:12:04,1,In
09:12:44,1,In
09:14:44,2,In
09:15:43,1,Out
09:17:27,1,Out
09:19:11,1,Out
09:19:30,1,In
09:19:43,2,In
09:20:26,1,Out
09:20:57,2,In
09:21:10,2,In
09:21:34,1,Out
09:21:56,1,In
09:22:28,1,Out
09:24:19,1,In
09:26:53,1,Out
09:26:53,2,Out
09:28:23,1,In
09:28:57,1,Out
09:30:20,1,In
09:31:48,1,Out
09:32:02,1,In
09:32:27,1,In
09:33:23,1,Out
09:33:34,1,Out
09:34:06,2,In
09:34:39,1,In
09:35:28,1,Out
09:36:22,1,Out
09:37:19,2,In
09:37:45,1,In
09:38:12,1,In
09:38:12,2,Out
09:38:46,1,Out
09:39:09,1,In
09:39:19,1,Out
09:39:56,1,Out
09:40:47,2,Out
09:41:13,1,Out
09:42:33,1,Out
09:42:33,2,In
09:42:57,2,Out
09:43:58,1,In
09:44:04,1,In
09:44:52,1,Out
09:44:52,2,In
09:46:50,1,In
09:48:29,1,Out
09:48:53,1,Out
09:49:30,1,Out
09:50:17,1,In
09:51:40,1,Out
09:51:48,1,Out
09:52:15,1,In
09:53:15,1,Out
09:55:12,1,In
09:55:12,2,Out
09:55:20,1,In
09:55:20,2,In
09:56:02,1,In
09:58:04,1,In
09:59:16,1,Out
09:59:49,1,Out
09:59:49,2,In
10:01:06,1,Out
10:02:05,1,In
10:02:13,1,Out
10:02:43,1,In
10:02:43,2,In
10:04:17,1,Out
10:04:17,2,Out
10:05:00,1,In
10:05:00,2,In
10:06:11,2,Out
10:07:36,1,Out
10:07:36,2,In
10:08:28,1,Out
10:09:06,1,In
10:09:06,2,In
10:09:39,1,In
10:10:09,1,Out
10:10:44,1,In
10:12:15,1,Out
10:12:51,1,Out
10:13:45,1,Out
10:14:28,1,Out
10:16:03,1,In
10:16:24,1,Out
10:16:45,1,In
10:17:12,2,In
10:17:20,1,In
10:17:20,2,Out
10:18:19,1,Out
10:19:04,1,Out
10:19:37,1,In
10:20:06,1,In
10:20:47,1,In
10:20:47,2,Out
10:22:46,1,In
10:23:12,1,Out
10:23:51,1,In
10:24:13,1,Out
10:25:08,1,Out
10:25:08,2,In
10:25:29,1,Out
10:25:29,2,In
10:25:37,1,Out
10:25:37,2,Out
10:26:06,1,Out
10:26:42,1,Out
10:27:34,1,In
10:28:30,1,In
10:28:56,1,In
10:29:07,1,Out
10:29:07,2,In
10:29:59,1,Out
10:30:35,1,In
10:31:15,1,Out
10:31:15,2,In
10:31:31,1,Out
10:32:19,1,Out
10:33:03,1,Out
10:33:24,1,Out
10:33:52,1,Out
10:33:52,2,Out
10:34:32,1,Out
10:35:13,1,Out
10:35:56,1,In
10:35:56,2,Out
10:36:12,1,In
10:36:12,2,Out
10:36:52,1,In
10:36:52,2,Out
10:36:59,1,Out
10:37:13,1,Out
10:37:40,1,Out
10:37:40,2,In
10:38:20,1,Out
10:38:20,2,In
10:38:53,1,In
10:38:53,2,In
10:39:41,2,Out
10:40:23,1,Out
10:40:23,2,In
10:40:56,1,Out
10:40:56,2,Out
10:41:03,1,In
10:41:21,1,Out
10:42:34,1,In
10:42:34,2,In
10:43:34,1,In
10:44:55,1,Out
10:45:41,1,In
10:45:51,1,In
10:46:10,1,Out
10:46:10,2,In
10:46:28,1,In
10:46:28,2,Out
10:47:22,1,In
10:47:35,1,In
10:48:35,1,Out
10:49:32,1,In
10:49:32,2,Out
10:50:28,1,Out
10:51:04,1,In
10:51:49,1,In
