time,bee type,in or out
06:00:00,1,In
06:00:00,2,In
06:00:13,1,Out
06:00:34,1,Out
06:01:20,1,Out
06:01:54,1,In
06:02:24,1,Out
06:03:14,1,Out
06:03:59,1,Out
06:03:59,2,In
06:04:28,1,In
06:05:20,1,Out
06:05:20,2,Out
06:05:41,1,In
06:05:47,1,Out
06:06:01,1,Out
06:07:57,1,In
06:08:44,2,Out
06:09:36,1,In
06:09:54,1,Out
06:10:15,2,Out
06:11:09,1,In
06:11:48,1,Out
06:12:44,1,In
06:12:44,2,Out
06:12:50,1,Out
06:13:44,1,Out
06:14:05,1,Out
06:15:23,1,Out
06:15:53,1,Out
06:16:23,1,In
06:17:18,1,Out
06:17:34,1,Out
06:18:23,1,Out
06:19:26,1,Out
06:19:26,2,In
06:19:32,1,In
06:19:41,1,Out
06:21:20,1,In
06:21:57,1,Out
06:22:28,1,In
06:24:25,1,In
06:25:08,1,Out
06:25:13,1,In
06:25:40,1,Out
06:27:46,1,Out
06:28:46,1,Out
06:28:46,2,In
06:29:50,1,In
06:30:38,1,Out
06:31:26,1,In
06:31:57,1,Out
06:32:03,1,Out
06:32:41,1,Out
06:32:41,2,Out
06:33:26,1,Out
06:34:06,1,In
06:34:29,1,Out
06:35:10,1,Out
06:35:47,1,In
06:36:24,1,In
06:36:50,1,In
06:36:50,2,Out
06:37:04,1,Out
06:37:19,1,Out
06:37:41,1,Out
06:38:30,1,In
06:39:14,1,In
06:40:17,1,Out
06:40:52,1,Out
06:40:52,2,In
06:41:24,1,In
06:41:24,2,In
06:41:38,1,In
06:42:29,1,In
06:43:24,1,In
06:43:50,1,Out
06:44:18,1,In
06:45:04,1,Out
06:46:04,1,In
06:47:00,1,Out
06:47:51,1,Out
06:48:39,1,Out
06:49:28,1,In
06:50:14,1,In
06:51:10,1,In
06:51:10,2,Out
06:51:55,1,In
06:52:16,1,Out
06:52:52,1,Out
06:52:52,2,In
06:53:07,1,In
06:54:00,1,In
06:55:14,1,Out
06:55:49,1,Out
06:56:42,1,In
06:57:23,1,Out
06:57:55,1,In
06:58:52,1,Out
06:59:15,1,Out
07:00:04,1,In
07:00:04,2,In
07:00:44,1,Out
07:01:44,1,Out
07:01:44,2,Out
07:02:18,1,Out
07:03:29,1,Out
07:03:56,1,Out
07:04:13,1,In
07:04:13,2,Out
07:04:53,1,In
07:05:20,1,In
07:06:17,1,In
07:06:42,1,In
07:07:41,1,In
07:07:54,1,Out
07:08:52,1,Out
07:09:37,1,Out
07:09:47,1,In
07:10:32,1,Out
07:11:00,1,In
07:11:55,1,Out
07:12:22,1,Out
07:13:12,1,Out
07:13:21,1,Out
07:13:43,1,In
07:13:51,1,In
07:14:24,1,Out
07:14:24,2,Out
07:15:09,1,Out
07:16:43,1,In
07:17:27,1,In
07:17:33,1,In
07:18:03,2,Out
07:18:23,1,In
07:18:55,1,In
07:19:05,1,Out
07:19:40,1,Out
07:20:31,1,In
07:21:07,1,Out
07:21:57,1,In
07:23:48,1,In
07:24:47,1,In
07:24:47,2,In
07:24:58,1,In
07:25:38,1,In
07:26:36,1,In
07:28:10,1,In
07:28:21,1,In
07:29:18,1,Out
07:29:40,1,Out
07:30:31,1,Out
07:31:31,1,In
07:32:31,1,Out
07:32:50,1,In
07:33:17,1,Out
07:34:20,1,In
07:35:13,1,In
07:35:58,1,Out
07:36:13,1,Out
07:37:00,1,Out
07:37:00,2,In
07:37:26,1,In
07:38:03,1,Out
07:39:08,1,Out
07:40:06,1,Out
07:40:33,1,Out
07:41:21,1,Out
07:42:05,1,Out
07:42:22,1,Out
07:42:53,1,Out
07:43:11,1,Out
07:43:41,1,In
07:44:04,1,In
07:44:45,1,In
07:46:56,1,In
07:47:44,1,Out
07:47:57,1,In
07:48:43,1,Out
07:49:00,1,Out
07:50:25,1,In
07:51:20,1,In
07:51:40,1,In
07:51:51,1,In
07:53:12,1,Out
07:53:49,1,In
07:54:38,1,Out
07:56:05,1,Out
07:56:19,1,Out
07:57:25,1,Out
07:59:10,1,Out
07:59:59,1,Out
08:00:24,1,Out
08:01:55,1,Out
08:04:04,1,In
08:05:04,1,Out
08:05:14,2,In
08:06:02,1,Out
08:06:18,1,Out
08:07:06,1,In
08:07:40,1,Out
08:07:40,2,Out
08:07:58,1,In
08:08:14,1,Out
08:09:01,1,Out
08:09:50,1,In
08:09:50,2,Out
08:11:04,1,Out
08:11:31,1,Out
08:11:40,2,Out
08:12:29,1,In
08:13:52,1,In
08:14:23,1,In
08:15:02,1,In
08:15:36,2,In
08:16:46,1,In
08:17:19,1,In
08:18:07,1,Out
08:19:01,1,In
08:20:55,1,Out
08:20:55,2,In
08:22:01,1,Out
08:22:59,1,Out
08:23:30,1,Out
08:23:49,1,Out
08:25:03,1,Out
08:25:32,1,In
08:26:56,2,In
08:28:35,1,In
08:29:22,1,Out
08:29:59,1,In
08:31:09,1,In
08:32:01,2,Out
08:33:29,1,Out
08:33:51,1,Out
08:34:59,1,In
08:34:59,2,Out
08:36:43,1,Out
08:36:43,2,Out
08:38:37,1,In
08:39:29,1,Out
08:40:46,1,Out
08:41:34,1,Out
08:43:38,1,Out
08:45:52,1,Out
08:48:31,1,In
08:48:39,1,Out
08:48:53,1,In
08:50:22,1,Out
08:52:31,1,In
08:52:31,2,In
08:53:56,1,Out
09:00:58,1,In
09:01:26,2,Out
09:02:14,1,In
09:11:55,2,In
09:13:29,1,In
09:17:17,1,In
09:17:40,1,In
09:20:44,1,In
09:23:00,1,Out
09:26:52,1,Out
09:27:25,1,In
09:29:40,1,In
09:32:30,1,Out
09:32:56,2,Out
09:34:08,1,Out
09:34:08,2,Out
09:35:17,1,Out
09:38:47,1,In
09:40:23,1,In
09:40:23,2,In
09:41:07,1,Out
09:41:07,2,In
09:41:49,1,Out
09:42:32,1,Out
09:44:15,1,Out
09:44:36,1,Out
09:45:47,1,In
09:48:08,1,Out
09:48:31,1,Out
09:49:18,1,Out
09:49:23,1,In
09:49:23,2,In
09:50:02,1,In
09:50:24,1,In
09:51:19,1,Out
09:52:55,1,In
09:52:55,2,Out
09:53:13,1,In
09:53:28,2,In
09:54:43,1,In
09:54:52,2,In
09:55:35,1,In
09:55:41,1,Out
09:55:57,1,In
09:56:21,1,Out
09:57:19,1,Out
09:57:25,1,Out
09:57:49,1,Out
09:57:49,2,Out
09:58:14,1,In
09:58:23,1,Out
09:58:32,1,In
09:58:58,1,In
09:58:58,2,Out
09:59:11,2,In
09:59:31,1,In
10:00:26,1,In
10:00:31,1,Out
10:01:21,1,In
10:02:09,1,Out
10:02:48,2,Out
10:03:31,1,In
10:03:31,2,In
10:03:42,1,In
10:04:38,1,Out
10:05:36,2,In
10:06:31,1,In
10:07:04,1,In
10:07:21,2,In
10:07:35,1,In
10:07:35,2,In
10:08:14,1,In
10:08:14,2,In
10:08:42,1,In
10:09:19,1,Out
10:09:59,1,In
10:10:32,1,Out
10:11:26,1,Out
10:12:04,1,In
10:12:04,2,Out
10:12:21,1,Out
10:13:58,1,In
10:14:47,1,In
10:14:47,2,Out
