time,bee type,in or out
06:00:00,1,In
06:00:47,1,In
06:01:33,1,In
06:01:33,2,Out
06:02:03,1,In
06:02:17,1,In
06:02:17,2,Out
06:03:35,1,Out
06:05:12,1,Out
06:06:41,1,In
06:06:55,1,Out
06:07:48,1,Out
06:07:48,2,Out
06:08:07,1,In
06:08:42,1,In
06:09:27,1,In
06:10:27,1,Out
06:12:01,2,In
06:12:13,1,In
06:13:11,1,In
06:13:50,1,Out
06:14:19,1,Out
06:14:41,1,Out
06:15:18,1,Out
06:17:13,1,Out
06:18:10,1,Out
06:18:24,1,In
06:18:43,1,In
06:19:13,1,In
06:20:06,1,In
06:20:57,1,Out
06:21:13,1,In
06:21:13,2,Out
06:21:23,1,In
06:22:17,1,In
06:22:55,1,In
06:23:55,2,Out
06:24:34,1,Out
06:25:06,1,In
06:25:14,1,Out
06:26:05,1,Out
06:26:50,1,Out
06:27:04,1,Out
06:27:17,1,Out
06:27:47,1,In
06:28:32,1,In
06:28:32,2,In
06:28:44,1,Out
06:28:44,2,In
06:29:46,1,In
06:30:19,1,In
06:30:54,1,In
06:31:24,1,In
06:31:45,1,Out
06:32:32,1,Out
06:32:43,1,In
06:33:16,1,Out
06:33:21,1,Out
06:33:40,1,In
06:33:49,1,Out
06:34:17,1,In
06:34:17,2,In
06:34:28,1,In
06:35:16,1,Out
06:36:16,1,In
06:37:23,1,Out
06:38:01,1,Out
06:38:40,1,Out
06:38:59,1,Out
06:39:25,1,Out
06:40:08,1,In
06:40:33,1,Out
06:42:19,1,In
06:43:11,1,Out
06:43:24,1,Out
06:43:37,1,Out
06:44:31,1,In
06:44:42,1,In
06:45:27,1,In
06:45:41,1,Out
06:46:44,1,Out
06:46:59,1,Out
06:47:07,1,In
06:47:07,2,Out
06:47:54,1,In
06:47:54,2,Out
06:48:43,1,Out
06:49:43,1,Out
06:50:15,1,In
06:51:09,1,In
06:52:14,1,In
06:55:13,1,In
06:55:44,1,In
06:56:26,1,In
06:56:26,2,Out
06:57:05,1,In
06:58:00,1,In
06:58:43,1,Out
06:59:04,1,Out
06:59:21,1,Out
07:00:00,1,Out
07:00:19,1,In
07:00:19,2,Out
07:00:30,1,In
07:00:56,1,Out
07:01:11,1,Out
07:01:30,1,In
07:02:34,1,In
07:03:14,1,Out
07:03:44,1,In
07:04:30,1,In
07:05:27,1,Out
07:06:24,1,In
07:06:44,1,Out
07:08:19,1,In
07:09:06,1,Out
07:09:34,1,In
07:10:19,1,Out
07:10:30,1,In
07:10:30,2,Out
07:10:42,1,Out
07:10:50,1,In
07:11:24,1,Out
07:12:03,1,In
07:12:33,1,In
07:13:12,1,In
07:13:46,1,In
07:14:35,1,In
07:15:27,1,Out
07:16:03,1,Out
07:16:03,2,In
07:16:30,1,Out
07:17:25,1,In
07:18:25,1,In
07:18:40,1,Out
07:19:36,1,In
07:20:08,1,Out
07:20:13,1,In
07:20:55,1,Out
07:21:28,1,Out
07:21:28,2,Out
07:21:55,1,Out
07:22:33,1,In
07:23:19,1,In
07:24:12,1,Out
07:25:06,1,Out
07:26:03,1,Out
07:26:51,1,Out
07:27:36,1,Out
07:28:23,1,In
07:28:23,2,Out
07:29:09,1,In
07:30:03,1,Out
07:30:43,1,Out
07:31:12,1,In
07:31:41,1,Out
07:31:56,1,In
07:32:47,1,In
07:32:54,1,Out
07:33:46,1,Out
07:34:43,1,In
07:35:11,1,Out
07:36:06,1,In
07:37:03,1,Out
07:37:10,1,Out
07:37:29,1,Out
07:38:19,1,Out
07:38:25,1,Out
07:39:21,1,Out
07:40:06,1,Out
07:40:23,1,Out
07:41:00,1,In
07:41:44,1,In
07:42:04,1,Out
07:42:25,1,Out
07:43:31,1,In
07:44:01,1,Out
07:44:01,2,Out
07:44:24,1,Out
07:45:53,2,In
07:46:36,1,In
07:47:36,1,Out
07:47:36,2,In
07:48:04,1,Out
07:48:29,1,Out
07:48:36,1,In
07:49:04,1,Out
07:50:23,1,In
07:51:37,1,Out
07:52:09,1,Out
07:52:09,2,In
07:53:06,1,In
07:53:51,1,In
07:54:39,1,Out
07:55:38,1,Out
07:56:31,1,In
07:57:09,1,Out
07:57:23,1,Out
07:59:37,1,In
08:00:28,1,Out
08:01:08,1,In
08:01:08,2,In
08:02:16,1,Out
08:02:48,1,Out
08:05:02,1,Out
08:05:02,2,In
08:07:05,1,In
