time,bee type,in or out
06:00:00,1,Out
06:01:22,1,In
06:01:22,2,Out
06:02:16,1,In
06:03:11,1,Out
06:03:26,1,Out
06:04:10,1,In
06:04:20,1,Out
06:05:32,1,In
06:06:08,1,In
06:08:30,1,Out
06:10:40,1,In
06:11:36,1,In
06:12:36,1,In
06:15:21,1,Out
06:15:21,2,In
06:16:16,1,Out
06:17:09,1,Out
06:18:02,1,Out
06:18:59,1,In
06:19:27,1,Out
06:19:51,1,In
06:19:51,2,In
06:20:41,1,Out
06:21:35,1,Out
06:21:54,1,Out
06:21:54,2,In
06:22:42,1,In
06:22:42,2,In
06:23:04,1,In
06:23:33,1,In
06:24:39,1,In
06:24:51,1,In
06:25:14,1,Out
06:25:49,1,Out
06:27:08,1,Out
06:27:08,2,In
06:28:11,1,In
06:28:33,1,In
06:29:49,1,In
06:30:32,1,In
06:31:12,1,In
06:32:01,1,In
06:32:50,1,In
06:33:00,1,In
06:33:08,1,In
06:33:08,2,In
06:34:01,1,In
06:34:21,1,Out
06:34:33,1,Out
06:35:26,1,Out
06:35:39,1,In
06:36:11,1,In
06:36:47,1,Out
06:36:54,1,Out
06:37:21,1,In
06:38:34,1,Out
06:38:34,2,In
06:40:05,1,Out
06:40:05,2,Out
06:40:37,1,In
06:41:12,1,Out
06:41:28,1,In
06:41:59,1,In
06:42:04,1,Out
06:42:26,1,In
06:43:13,2,Out
06:43:43,1,In
06:44:38,1,In
06:45:19,1,Out
06:46:19,1,In
06:47:09,1,Out
06:47:50,1,In
06:48:45,1,Out
06:49:01,1,Out
06:49:58,1,Out
06:50:11,1,Out
06:51:10,1,In
06:51:17,1,In
06:52:14,1,Out
06:52:22,1,In
06:52:55,1,Out
06:53:32,1,Out
06:53:46,1,In
06:55:16,1,In
06:56:04,1,Out
06:56:15,1,Out
06:56:34,1,In
06:56:49,1,In
06:56:49,2,In
06:57:21,1,Out
06:58:08,1,Out
06:58:36,1,Out
06:59:22,1,In
06:59:36,1,In
06:59:45,1,Out
06:59:58,1,Out
07:00:05,1,In
07:00:39,1,Out
07:01:11,1,In
07:02:13,1,In
07:02:18,1,In
07:03:02,1,Out
07:03:18,1,In
07:03:18,2,Out
07:03:59,1,Out
07:04:18,1,In
07:04:18,2,Out
07:05:04,1,Out
07:05:25,2,In
07:05:39,1,In
07:06:21,1,Out
07:06:44,1,In
07:07:32,1,Out
07:09:02,1,Out
07:09:58,2,Out
07:10:42,1,Out
07:10:52,1,Out
07:11:06,1,In
07:11:34,1,Out
07:11:49,1,In
07:12:14,1,In
07:12:50,1,Out
07:13:08,1,Out
07:13:15,1,In
07:13:41,1,Out
07:14:09,1,In
07:14:09,2,Out
07:14:21,1,In
07:15:19,1,Out
