time,bee type,in or out
06:00:00,1,Out
06:00:12,2,Out
06:00:39,1,Out
06:01:35,1,Out
06:03:22,2,In
06:04:21,1,Out
06:04:21,2,In
06:05:21,1,In
06:06:36,1,Out
06:06:42,1,In
06:07:26,1,In
06:08:17,1,In
06:08:50,1,Out
06:09:22,1,Out
06:09:45,1,In
06:09:45,2,In
06:10:19,2,Out
06:11:40,1,In
06:12:37,1,Out
06:13:20,1,In
06:14:19,1,In
06:14:50,1,In
06:15:17,1,In
06:16:16,1,In
06:16:56,1,In
06:17:41,1,In
06:18:27,1,In
06:18:27,2,Out
06:19:14,1,In
06:19:48,1,In
06:20:30,1,In
06:21:28,1,Out
06:22:24,1,In
06:23:02,1,Out
06:23:25,1,In
06:23:25,2,In
06:23:44,1,In
06:24:57,1,Out
06:25:03,1,Out
06:25:12,1,Out
06:26:04,1,In
06:26:27,1,Out
06:27:09,1,Out
06:28:40,1,Out
06:29:33,1,Out
06:29:58,1,Out
06:30:43,2,Out
06:31:39,1,In
06:31:47,1,In
06:32:18,1,Out
06:33:16,1,In
06:33:26,1,In
06:33:35,1,Out
06:34:17,1,Out
06:35:08,1,Out
06:35:08,2,In
06:35:44,1,In
06:35:44,2,Out
06:36:31,1,Out
06:36:31,2,In
06:36:56,1,In
06:37:54,1,In
06:37:54,2,Out
06:38:43,1,In
06:38:48,1,Out
06:39:23,1,Out
06:41:01,1,Out
06:41:19,1,Out
06:42:42,1,Out
06:44:18,1,Out
06:45:15,1,Out
06:45:57,1,In
06:45:57,2,In
06:47:06,1,Out
06:48:18,1,Out
06:48:18,2,In
06:49:04,1,Out
06:49:04,2,Out
06:49:54,1,In
06:50:27,1,In
06:51:43,1,In
06:51:58,1,Out
06:51:58,2,Out
06:52:32,1,Out
06:52:43,1,In
06:52:43,2,Out
06:53:01,1,Out
06:53:31,1,In
06:53:51,1,Out
06:54:47,1,Out
06:54:55,1,Out
06:54:55,2,In
06:55:51,1,In
06:56:45,1,Out
06:57:25,1,In
06:58:18,1,Out
06:59:15,1,Out
07:00:13,1,In
07:01:21,1,Out
07:02:05,1,In
07:02:35,1,Out
07:02:54,1,Out
07:03:25,1,Out
07:03:34,1,In
07:04:25,1,Out
07:05:24,1,Out
07:05:52,1,Out
07:06:17,1,Out
07:07:04,1,In
07:07:04,2,Out
07:07:25,1,Out
07:07:47,1,In
07:08:18,1,In
07:08:48,1,In
07:08:58,1,In
07:08:58,2,In
07:09:27,1,Out
07:10:44,1,In
07:11:35,1,Out
07:12:14,1,Out
07:12:51,2,Out
07:14:35,1,In
07:14:35,2,Out
07:15:00,1,Out
07:15:13,1,Out
07:15:29,1,Out
07:16:06,1,Out
07:16:24,1,In
07:16:32,1,In
07:16:48,1,Out
07:17:39,1,Out
07:18:10,1,Out
07:18:50,1,In
07:18:55,1,In
07:19:31,1,In
07:20:09,1,Out
07:20:09,2,In
07:20:28,1,In
07:20:48,1,In
07:21:34,1,In
07:22:14,1,Out
07:22:14,2,Out
07:22:44,1,In
07:23:20,1,In
07:23:20,2,Out
07:24:14,1,Out
07:24:37,1,In
07:25:35,1,In
07:26:03,1,In
07:26:46,1,In
07:27:00,1,Out
07:27:40,2,In
07:27:54,1,In
07:28:16,1,Out
07:28:33,1,Out
07:29:11,1,Out
07:29:55,1,Out
07:30:16,1,In
07:30:56,1,Out
07:31:16,1,Out
07:32:05,1,Out
07:32:26,1,In
07:32:59,1,Out
07:33:13,1,Out
07:33:13,2,In
07:33:45,1,In
07:34:22,1,Out
07:36:03,1,In
07:36:29,1,In
07:36:39,1,In
07:37:22,1,Out
07:38:00,1,In
07:38:14,1,Out
07:38:54,1,In
07:39:48,1,In
07:40:11,1,In
07:41:11,1,Out
07:41:35,1,Out
07:42:43,1,In
07:43:35,1,Out
07:44:47,1,In
07:45:11,2,Out
07:46:21,2,Out
07:47:33,1,In
07:47:47,1,In
07:49:50,1,Out
07:50:50,1,In
07:50:50,2,In
07:52:21,1,Out
07:52:51,1,In
07:54:05,1,In
07:54:57,1,Out
07:55:46,1,Out
07:56:03,1,Out
07:56:03,2,In
07:56:12,1,In
07:57:11,1,In
07:57:39,1,In
07:58:51,1,In
08:00:36,1,Out
08:00:36,2,Out
08:01:59,1,Out
08:03:19,1,Out
08:03:49,1,Out
08:04:12,1,In
08:06:14,1,Out
08:07:53,1,Out
08:07:53,2,Out
08:11:44,2,Out
08:12:10,1,In
08:12:49,1,In
08:12:49,2,Out
08:13:49,1,In
08:14:41,1,Out
08:17:52,1,Out
08:18:06,1,In
08:18:28,2,Out
08:19:26,1,Out
08:20:17,1,In
08:22:52,1,Out
08:24:21,1,Out
08:26:29,1,In
08:26:29,2,In
08:29:29,1,In
08:30:15,1,In
08:31:38,1,In
08:31:58,1,In
08:33:07,1,In
08:34:18,1,In
08:34:53,1,Out
08:35:01,2,Out
08:36:01,1,Out
08:36:06,1,In
08:37:36,1,Out
08:39:10,1,In
08:41:18,2,In
08:42:01,2,In
08:42:06,2,In
08:42:31,1,Out
08:44:01,1,Out
08:44:44,1,Out
08:45:26,1,Out
08:50:37,1,Out
08:50:53,2,Out
08:51:13,1,Out
08:51:27,1,In
08:52:17,1,In
08:55:21,1,In
08:56:02,1,Out
09:00:23,1,In
09:02:49,1,In
09:03:13,1,Out
09:09:04,2,Out
09:10:09,1,Out
09:13:49,1,Out
09:17:54,2,Out
09:18:32,2,In
09:19:58,1,In
09:19:58,2,Out
09:20:09,2,Out
09:21:06,1,Out
09:22:27,1,In
09:24:38,1,In
09:25:11,1,In
09:25:11,2,Out
09:27:23,1,In
09:28:23,1,In
09:31:12,1,In
09:31:12,2,In
09:31:44,1,Out
09:31:44,2,Out
09:31:52,1,In
09:32:32,1,In
09:33:14,1,In
09:34:43,1,Out
09:36:01,1,In
09:37:37,1,In
09:39:08,1,In
09:43:04,1,In
09:44:53,2,Out
09:46:11,1,Out
09:47:51,2,Out
09:48:29,1,In
09:49:06,1,Out
09:49:56,1,Out
09:49:56,2,Out
09:50:32,1,Out
09:50:32,2,In
09:51:56,1,Out
09:52:25,1,In
09:53:04,1,Out
09:53:45,1,In
09:53:52,1,Out
09:55:43,1,In
09:56:32,1,In
09:58:18,1,Out
09:59:01,1,Out
10:00:20,1,In
10:01:56,1,In
10:02:28,2,In
10:04:59,1,In
10:05:06,1,Out
10:05:47,1,Out
10:05:47,2,In
10:06:25,1,In
10:06:45,1,In
10:06:45,2,In
10:07:23,1,Out
10:08:08,2,Out
10:09:03,1,Out
10:09:03,2,Out
10:09:13,1,In
10:09:26,1,In
10:09:33,1,Out
10:09:33,2,In
10:10:30,1,In
10:11:56,1,In
10:12:50,1,In
10:15:08,1,Out
10:15:55,1,In
10:16:52,1,In
10:17:17,1,Out
10:17:49,1,Out
10:18:03,1,Out
10:18:49,1,In
10:18:49,2,Out
10:19:38,2,In
10:19:46,1,In
10:19:46,2,Out
10:20:05,2,Out
10:20:50,1,Out
10:21:33,1,In
10:22:05,1,In
10:22:34,1,In
10:23:13,1,Out
10:23:13,2,Out
10:23:33,1,Out
10:24:16,1,Out
10:24:49,1,In
10:24:49,2,In
10:25:09,1,In
10:26:24,1,In
10:26:46,1,Out
10:27:42,1,In
10:27:42,2,Out
10:28:17,1,In
10:28:17,2,In
10:28:44,1,In
10:29:06,1,In
10:30:05,1,Out
10:30:49,1,Out
10:31:29,2,Out
10:31:34,1,Out
10:32:26,1,Out
10:32:37,1,Out
10:32:37,2,In
10:33:16,1,In
10:33:38,1,In
10:34:01,1,Out
10:34:45,1,In
10:35:11,1,Out
10:35:38,1,Out
10:35:38,2,In
10:36:06,1,Out
10:36:36,2,Out
10:36:56,1,In
10:37:43,2,Out
10:38:42,2,In
10:38:48,1,Out
10:39:41,1,In
10:40:39,1,Out
10:40:39,2,Out
10:41:30,1,Out
10:42:10,1,Out
10:43:05,1,Out
10:43:38,2,Out
10:44:09,1,Out
10:44:09,2,Out
10:44:52,1,In
10:45:02,1,Out
10:45:14,1,In
10:46:06,1,Out
10:46:23,1,Out
10:46:30,2,Out
10:47:10,1,Out
10:47:10,2,In
10:47:51,1,In
10:47:51,2,In
10:48:16,1,In
10:48:45,1,In
10:48:45,2,Out
10:49:02,1,Out
10:49:49,2,In
10:50:43,1,Out
10:51:29,1,In
10:52:12,1,In
10:52:47,1,In
10:53:26,1,In
10:53:26,2,In
10:53:43,1,In
10:54:25,1,In
10:54:25,2,Out
10:55:46,1,In
10:55:46,2,In
10:55:59,2,In
10:56:56,1,In
10:57:07,1,In
10:57:07,2,Out
10:57:53,1,In
10:57:53,2,Out
10:57:58,1,In
10:57:58,2,Out
10:58:58,1,Out
10:58:58,2,In
10:59:34,1,Out
10:59:34,2,In
11:00:09,1,Out
11:00:14,1,Out
11:00:14,2,Out
11:00:42,1,Out
11:01:18,2,Out
11:01:44,1,Out
11:01:44,2,In
11:02:12,1,In
11:02:12,2,Out
11:02:17,1,In
11:02:48,1,Out
11:02:48,2,In
11:03:41,2,Out
11:04:03,1,In
11:04:26,1,In
11:04:59,1,Out
11:04:59,2,In
11:05:43,1,In
11:05:43,2,Out
11:06:20,2,In
11:06:40,1,In
11:06:40,2,Out
11:07:27,1,In
11:07:27,2,In
11:07:54,1,Out
11:08:43,2,Out
11:09:23,1,In
11:09:23,2,Out
11:10:20,1,Out
11:11:09,1,Out
11:11:09,2,Out
11:11:15,1,In
11:11:15,2,In
11:11:29,1,Out
11:11:29,2,Out
11:11:46,1,In
11:11:46,2,In
11:12:30,1,Out
11:13:25,1,In
11:13:25,2,In
11:13:45,1,Out
11:13:45,2,Out
11:14:27,1,In
11:14:59,1,Out
11:14:59,2,Out
11:15:40,1,In
11:15:45,1,Out
11:15:45,2,Out
11:15:56,1,In
11:15:56,2,Out
11:16:22,2,Out
11:16:57,1,Out
11:17:36,2,In
11:18:16,1,Out
11:18:16,2,Out
11:18:51,1,In
11:18:51,2,In
11:19:49,1,Out
11:19:49,2,In
11:20:00,2,In
11:20:47,1,In
11:20:47,2,In
11:20:53,1,Out
11:20:53,2,In
11:21:51,1,Out
11:21:51,2,Out
11:22:44,2,Out
11:23:43,1,Out
11:23:43,2,In
11:24:20,2,Out
11:24:52,1,Out
11:25:36,1,Out
11:25:36,2,Out
11:26:01,1,In
11:26:01,2,Out
11:26:57,1,Out
11:26:57,2,Out
11:27:39,1,Out
11:27:39,2,Out
11:28:03,2,In
11:28:29,2,Out
11:28:36,1,Out
11:28:36,2,Out
11:29:05,1,Out
11:29:05,2,In
11:30:05,2,In
11:30:47,1,Out
11:30:47,2,Out
11:31:01,1,In
11:31:01,2,Out
11:31:18,1,Out
11:31:47,1,In
11:31:47,2,Out
11:32:09,1,Out
11:32:30,1,Out
11:32:37,1,Out
11:32:37,2,Out
11:33:13,2,In
11:33:56,1,Out
11:34:22,1,In
11:34:22,2,In
11:35:01,2,Out
11:35:48,1,In
11:35:48,2,In
11:36:00,2,Out
11:36:22,1,In
11:37:11,1,In
11:37:58,1,Out
11:37:58,2,In
11:38:37,1,In
11:38:37,2,Out
11:38:54,1,Out
11:38:54,2,In
11:39:48,1,In
11:39:48,2,Out
11:40:30,1,In
11:40:30,2,In
11:40:51,1,In
11:40:51,2,In
11:41:42,2,Out
11:42:25,1,Out
11:42:25,2,Out
11:42:55,2,Out
11:43:50,2,In
11:44:05,2,Out
11:44:55,1,Out
11:44:55,2,Out
11:45:39,1,Out
11:45:39,2,In
11:45:56,1,Out
11:45:56,2,In
11:46:08,1,Out
11:46:08,2,In
11:46:59,2,Out
11:47:20,1,Out
11:47:20,2,Out
11:47:28,1,In
11:47:28,2,In
11:47:49,1,Out
11:47:49,2,Out
11:48:00,1,Out
11:48:00,2,Out
11:48:10,1,In
11:48:10,2,In
11:48:17,2,Out
11:49:16,2,Out
11:49:54,1,Out
11:49:54,2,Out
11:50:38,2,In
11:51:34,2,In
11:52:06,2,Out
11:53:02,1,Out
11:53:02,2,In
11:53:56,2,Out
11:54:39,1,In
11:54:39,2,In
11:54:55,2,In
11:55:39,1,Out
11:55:39,2,In
11:56:16,1,In
11:56:16,2,Out
11:56:59,1,In
11:56:59,2,Out
11:57:08,1,In
11:57:08,2,Out
11:57:15,1,In
11:57:15,2,Out
11:57:27,1,In
11:57:27,2,Out
11:57:32,2,In
11:58:03,1,In
11:58:03,2,Out
11:58:34,2,Out
11:58:59,2,Out
11:59:58,2,In
12:00:23,1,Out
12:00:23,2,Out
12:00:45,1,Out
12:00:45,2,In
12:01:01,1,Out
12:01:01,2,In
12:01:07,1,In
12:01:07,2,In
12:01:34,1,Out
12:01:34,2,Out
12:02:33,2,Out
12:02:58,2,In
12:03:41,1,Out
12:03:41,2,Out
12:04:24,2,Out
12:04:56,2,Out
12:05:43,1,Out
12:05:43,2,In
12:06:05,1,Out
12:06:05,2,Out
12:06:13,2,Out
12:07:06,1,Out
12:07:06,2,Out
12:07:43,1,In
12:07:43,2,In
12:07:51,2,Out
12:07:56,1,Out
12:07:56,2,Out
12:08:55,2,Out
12:09:11,2,In
12:09:17,2,Out
12:10:09,2,In
12:10:43,2,In
12:10:54,2,Out
12:11:46,2,Out
12:12:35,1,In
12:12:35,2,Out
12:12:41,2,In
12:13:10,1,In
12:13:10,2,Out
12:14:06,2,Out
12:14:30,2,Out
12:15:16,1,In
12:15:16,2,Out
12:15:32,2,Out
12:16:24,1,Out
12:16:24,2,Out
12:16:36,2,In
12:17:26,2,In
12:17:45,2,Out
12:18:00,1,Out
12:18:00,2,In
12:18:42,2,Out
12:19:01,2,Out
12:19:12,1,In
12:19:12,2,In
12:19:22,2,In
12:20:05,2,Out
12:20:38,1,Out
12:20:38,2,In
12:20:50,1,In
12:20:50,2,Out
12:21:44,2,Out
12:22:20,2,In
12:22:56,1,Out
12:22:56,2,In
12:23:40,2,In
12:23:55,2,Out
12:24:54,2,Out
12:25:12,2,Out
12:25:47,1,In
12:25:47,2,Out
12:26:31,2,Out
12:27:19,1,Out
12:27:19,2,In
12:27:54,1,Out
12:27:54,2,In
12:28:14,2,In
12:28:46,2,In
12:29:05,2,Out
12:29:50,2,In
12:30:20,1,In
12:30:20,2,In
12:30:36,2,In
12:31:06,2,In
12:31:12,1,Out
12:31:12,2,In
12:31:30,2,Out
12:32:04,2,In
12:32:36,2,In
12:32:51,1,In
12:32:51,2,In
12:33:19,2,In
12:34:03,2,Out
12:34:29,1,In
12:34:29,2,Out
12:35:24,1,Out
12:35:24,2,Out
12:36:16,2,In
12:36:46,2,In
12:37:14,2,Out
12:37:50,2,In
12:38:34,2,In
12:39:12,2,Out
12:39:49,2,Out
12:39:55,1,In
12:39:55,2,In
12:40:55,2,Out
12:41:34,2,In
12:42:06,2,Out
12:42:51,1,Out
12:42:51,2,In
12:43:41,2,Out
12:44:16,1,Out
12:44:16,2,Out
12:44:42,2,Out
12:45:38,2,Out
12:46:05,1,In
12:46:05,2,Out
12:46:22,2,In
12:47:14,2,Out
12:47:31,2,In
12:48:07,2,Out
12:48:57,2,In
12:49:26,2,Out
12:49:36,2,In
12:50:00,2,In
12:50:46,1,In
12:50:46,2,Out
12:50:59,1,In
12:50:59,2,Out
12:51:47,1,In
12:51:47,2,Out
12:52:37,2,Out
12:53:09,2,Out
12:54:04,2,Out
12:54:37,2,Out
12:55:03,2,Out
12:55:57,2,In
12:56:07,2,In
12:56:38,1,In
12:56:38,2,Out
12:57:25,2,In
12:57:55,1,In
12:57:55,2,Out
12:58:23,2,Out
12:58:50,2,Out
12:59:28,2,Out
12:59:39,2,Out
13:00:35,2,In
13:01:27,2,Out
13:02:07,2,In
13:02:17,2,Out
13:02:29,2,In
13:03:10,2,Out
13:03:54,2,In
13:04:19,2,In
13:04:27,2,In
13:05:18,2,Out
13:06:09,2,In
13:06:26,2,In
13:06:47,2,Out
13:06:58,2,In
13:07:35,2,Out
13:07:47,2,In
13:08:22,2,Out
13:09:01,2,Out
13:09:55,2,In
13:10:16,2,In
13:11:10,2,Out
13:11:53,1,Out
13:11:53,2,In
13:12:15,2,Out
13:12:46,2,In
13:13:27,2,In
13:13:43,2,In
13:14:03,2,In
13:14:08,2,Out
13:15:02,2,Out
13:15:21,2,In
13:16:19,1,In
13:16:19,2,In
13:17:14,2,In
13:18:06,2,Out
13:18:41,2,In
13:19:26,2,In
13:20:13,2,Out
13:20:36,2,In
13:20:45,2,Out
13:21:38,2,Out
13:22:26,2,Out
13:22:35,2,Out
13:23:22,2,In
13:23:50,2,Out
13:24:19,2,In
13:24:38,2,Out
13:24:48,1,In
13:24:48,2,In
13:25:04,2,In
13:25:55,2,Out
13:26:19,2,In
13:26:53,2,Out
13:27:15,2,Out
13:28:00,2,In
13:28:30,2,Out
13:29:10,2,In
13:29:22,2,In
13:30:06,2,Out
13:30:50,2,Out
13:31:03,2,In
13:31:17,2,Out
13:31:56,1,In
13:31:56,2,In
13:32:28,1,In
13:32:28,2,In
13:33:12,2,Out
13:33:17,1,In
13:33:17,2,Out
13:33:48,2,Out
13:34:35,1,In
13:34:35,2,In
13:35:30,2,In
13:35:42,2,Out
13:36:38,2,Out
13:37:10,2,Out
13:37:53,2,Out
13:38:48,2,Out
13:38:56,2,Out
13:39:25,2,Out
13:40:07,1,Out
13:40:07,2,Out
13:40:17,2,Out
13:41:01,2,Out
13:41:24,2,Out
13:41:40,2,Out
13:42:37,1,Out
13:42:37,2,Out
13:43:33,2,In
13:44:13,1,In
13:44:13,2,Out
13:44:59,1,Out
13:44:59,2,In
13:45:33,2,In
13:46:16,2,Out
13:46:27,2,In
13:46:41,2,In
13:47:30,2,In
13:47:54,2,Out
13:48:25,2,In
13:48:48,2,Out
13:49:23,2,Out
13:49:45,2,Out
13:50:44,2,Out
13:51:01,2,Out
13:51:23,1,Out
13:51:23,2,Out
13:52:01,1,Out
13:52:01,2,In
13:52:22,2,In
13:52:35,2,In
13:53:05,2,Out
13:54:05,2,In
13:54:25,2,In
13:54:52,1,Out
13:54:52,2,In
13:55:46,2,Out
13:56:21,2,In
13:56:44,2,In
13:57:03,2,Out
13:57:56,2,Out
13:58:47,2,In
13:59:07,2,In
13:59:35,1,In
13:59:35,2,In
14:00:35,2,Out
14:00:44,2,In
14:01:29,2,In
14:02:00,2,In
14:02:52,2,Out
14:02:58,2,Out
14:03:17,2,In
14:03:44,2,Out
14:04:28,1,In
14:04:28,2,In
14:05:12,2,In
14:05:32,2,Out
14:05:48,2,Out
14:06:10,2,Out
14:06:21,1,In
14:06:21,2,In
14:06:52,2,Out
14:07:52,2,In
14:08:12,2,In
14:08:20,2,In
14:08:59,2,Out
14:09:20,2,Out
14:09:30,2,Out
14:10:17,1,Out
14:10:17,2,In
14:10:34,2,In
14:10:48,2,Out
14:11:04,2,In
14:11:14,2,In
14:11:49,2,Out
14:12:27,2,In
14:13:05,2,Out
14:13:52,2,Out
14:14:41,2,Out
14:15:16,2,Out
14:15:31,2,In
14:16:28,2,Out
14:17:15,2,Out
14:17:43,2,Out
14:17:49,2,Out
14:18:31,2,Out
14:18:51,1,In
14:18:51,2,In
14:19:11,2,Out
14:19:42,2,In
14:21:17,2,Out
14:21:37,2,Out
14:21:46,2,In
14:22:01,2,Out
14:22:41,2,Out
14:23:34,2,In
14:24:17,2,In
14:24:55,2,Out
14:25:18,2,In
14:26:05,2,In
14:26:25,2,In
14:27:01,2,In
14:27:17,2,In
14:27:29,2,Out
14:27:48,2,Out
14:27:56,2,Out
14:28:15,2,In
14:28:42,2,Out
14:29:49,2,In
14:29:58,2,In
14:30:19,2,In
14:30:55,1,In
14:30:55,2,Out
14:31:36,2,In
14:32:33,2,In
14:33:01,2,Out
14:33:19,2,In
14:33:42,2,Out
14:34:38,2,Out
14:35:23,2,Out
14:36:40,1,In
14:36:40,2,In
14:37:58,2,Out
14:38:33,2,Out
14:38:44,2,In
14:40:28,2,In
14:40:41,2,In
14:41:04,2,In
14:42:31,2,In
14:43:07,2,Out
14:43:46,2,In
14:44:40,2,In
14:46:00,1,In
14:46:00,2,Out
14:46:29,2,Out
14:47:04,1,Out
14:47:04,2,Out
14:47:36,2,In
14:48:27,2,In
14:48:40,1,Out
14:48:40,2,In
14:49:34,1,In
14:49:34,2,In
14:49:47,2,In
14:50:32,2,In
14:51:26,1,Out
14:51:26,2,Out
14:51:41,2,Out
14:52:18,2,Out
14:53:10,2,In
14:53:37,2,Out
14:54:29,2,Out
14:55:09,2,In
14:56:03,2,In
14:56:49,2,In
14:57:49,2,Out
14:58:59,2,In
14:59:43,2,Out
15:00:32,2,In
15:01:31,2,In
15:02:32,2,In
15:03:18,2,In
15:04:09,2,In
15:04:27,2,In
15:05:06,2,Out
15:05:38,2,In
15:07:03,1,Out
15:07:17,2,In
15:07:58,2,Out
15:09:53,2,In
15:11:37,2,Out
15:12:27,2,In
15:12:52,2,Out
15:12:59,2,Out
15:13:32,1,Out
15:13:32,2,In
15:16:35,1,In
15:16:57,1,In
15:17:38,2,Out
15:18:03,2,In
15:19:12,2,In
15:19:35,1,Out
15:20:11,2,Out
15:20:47,2,In
15:22:38,2,Out
15:24:17,2,In
15:27:00,2,In
15:28:07,2,Out
15:28:13,1,Out
15:30:04,2,Out
15:31:08,2,In
15:33:52,2,Out
15:35:08,2,In
15:35:56,2,Out
15:37:37,2,In
15:37:59,2,Out
15:39:04,2,Out
15:41:27,2,Out
15:42:59,2,In
15:44:36,2,In
15:44:46,2,In
15:44:51,1,Out
15:45:40,1,Out
15:46:46,1,Out
15:46:46,2,In
15:53:44,2,In
15:54:29,2,Out
15:56:48,1,In
15:57:46,2,In
15:58:20,2,Out
15:59:22,2,In
16:00:34,2,Out
16:01:35,2,Out
16:01:57,2,In
16:02:40,2,Out
16:09:20,2,Out
16:12:05,2,Out
16:14:42,1,In
16:21:54,2,Out
16:23:39,2,Out
16:28:04,2,In
16:29:58,1,Out
16:34:48,1,In
16:35:16,1,Out
16:38:52,1,Out
16:41:11,2,Out
16:41:57,2,In
16:42:38,1,Out
16:44:01,2,Out
16:44:11,2,Out
16:46:47,2,In
16:47:47,1,In
16:54:48,2,In
16:56:22,2,In
16:57:26,1,Out
17:02:06,2,Out
17:02:18,2,In
17:09:18,1,In
17:10:08,2,In
17:11:44,2,Out
17:18:34,2,In
17:20:04,1,Out
17:23:43,1,Out
17:29:41,2,Out
17:30:40,2,Out
17:32:15,1,Out
17:32:49,2,In
17:37:05,1,In
17:37:43,2,Out
17:38:11,2,Out
17:44:04,1,In
17:49:11,2,In
17:49:51,1,Out
17:50:17,2,In
17:51:44,1,In
17:54:56,1,In
17:54:56,2,In
17:57:36,1,In
17:59:55,2,Out
