time,bee type,in or out
06:00:00,1,Out
06:00:00,2,Out
06:00:19,1,Out
06:01:19,1,In
06:01:39,1,In
06:02:31,1,In
06:02:59,1,In
06:02:59,2,In
06:03:36,1,In
06:04:22,1,In
06:05:20,1,In
06:05:25,1,Out
06:06:16,2,Out
06:06:48,1,Out
06:07:37,1,In
06:08:15,1,In
06:08:48,1,In
06:09:32,1,In
06:10:52,1,In
06:11:18,1,Out
06:12:01,2,In
06:12:32,1,Out
06:12:46,1,Out
06:13:17,1,In
06:14:03,1,In
06:14:08,1,Out
06:16:02,1,In
06:16:29,1,Out
06:17:00,1,Out
06:17:11,1,In
06:18:03,1,In
06:18:29,1,In
06:18:29,2,Out
06:18:49,1,In
06:18:59,1,In
06:19:12,1,Out
06:20:32,1,Out
06:21:13,1,In
06:21:42,1,Out
06:22:03,1,In
06:22:53,1,Out
06:23:14,1,Out
06:23:52,1,Out
06:24:17,1,In
06:24:52,1,Out
06:25:42,1,Out
06:26:16,1,In
06:27:04,1,In
06:27:15,1,In
06:28:08,1,Out
06:28:08,2,Out
06:28:43,1,Out
06:29:20,1,Out
06:29:47,1,Out
06:30:02,1,In
06:30:22,1,In
06:31:44,1,Out
06:33:09,1,In
06:33:34,1,Out
06:34:07,1,In
06:35:00,1,In
06:35:35,1,In
06:36:11,1,In
06:36:34,1,Out
06:37:32,1,Out
06:38:31,1,In
06:38:31,2,Out
06:38:44,1,Out
06:39:25,2,Out
06:40:07,1,In
06:40:53,1,Out
06:40:53,2,Out
06:41:31,1,In
06:42:27,1,In
06:43:04,1,Out
06:43:58,1,In
06:43:58,2,In
06:44:17,1,Out
06:44:32,1,In
06:44:37,1,Out
06:44:55,1,In
06:45:13,1,Out
06:45:44,1,In
06:46:24,1,In
06:46:51,1,Out
06:46:51,2,In
06:47:32,1,Out
06:47:48,1,In
06:48:07,1,In
06:49:05,1,Out
06:49:45,1,Out
06:50:22,1,Out
06:50:35,1,In
06:51:25,1,Out
06:51:25,2,In
06:52:19,1,Out
06:52:42,1,In
06:53:27,1,Out
06:53:44,1,In
06:53:44,2,Out
06:54:39,1,In
06:55:01,1,In
06:55:49,2,Out
06:56:17,1,In
06:56:51,1,In
06:57:29,1,Out
06:57:44,1,In
06:58:00,1,In
06:58:58,1,Out
06:59:48,1,In
07:00:42,1,Out
