time,bee type,in or out
06:00:26,1,In
06:01:26,1,Out
06:02:52,1,Out
06:03:16,1,Out
06:05:59,1,In
06:07:02,1,In
06:07:46,1,Out
06:08:05,1,Out
06:09:10,1,In
06:09:26,1,Out
06:09:57,1,In
06:10:17,1,Out
06:11:59,1,Out
06:12:36,1,In
06:13:27,2,Out
06:14:03,1,In
06:14:54,1,In
06:14:54,2,In
06:15:12,1,In
06:15:21,1,Out
06:16:02,1,Out
06:16:09,1,Out
06:17:29,1,Out
06:18:20,1,In
06:19:05,1,Out
06:19:43,1,In
06:20:00,1,Out
06:21:35,1,In
06:22:10,1,Out
06:23:08,1,Out
06:23:21,1,In
06:23:21,2,Out
06:25:10,1,In
06:25:24,2,Out
06:26:00,1,In
06:26:07,1,In
06:27:18,1,In
06:28:15,1,In
06:28:15,2,In
06:29:35,1,Out
06:30:33,1,In
06:31:15,1,Out
06:31:53,1,Out
06:32:18,1,Out
06:32:30,1,In
06:32:54,1,In
06:33:47,1,In
06:34:13,1,Out
06:35:02,1,In
06:35:51,1,In
06:36:20,1,In
06:37:08,1,Out
06:38:07,1,In
06:38:58,1,Out
06:39:29,1,Out
06:39:55,1,Out
06:40:19,1,In
06:40:52,1,Out
06:41:22,1,Out
06:42:43,1,In
06:42:43,2,In
06:43:24,1,In
06:43:48,1,In
06:43:54,1,Out
06:43:54,2,In
06:44:10,1,Out
06:44:30,1,In
06:45:17,1,In
06:46:09,1,Out
06:46:18,1,Out
06:46:29,1,In
06:47:09,1,In
06:47:53,1,Out
06:47:53,2,Out
06:48:34,1,In
06:49:33,1,In
06:50:30,1,Out
06:51:08,1,Out
06:51:35,1,Out
06:53:24,1,Out
06:53:24,2,In
06:53:41,1,In
06:54:28,1,Out
06:55:16,1,Out
06:56:01,1,In
06:57:46,1,In
06:58:33,1,Out
06:58:47,1,In
06:59:53,1,In
07:00:02,1,Out
07:00:41,1,Out
07:01:20,1,Out
07:01:36,1,In
07:02:33,1,Out
07:03:01,1,In
07:03:08,1,Out
07:03:41,1,Out
07:03:41,2,In
07:04:25,1,Out
07:04:37,1,In
07:04:57,1,In
07:05:25,1,Out
07:05:41,1,Out
07:06:28,1,Out
07:07:39,1,Out
07:08:02,1,Out
07:08:02,2,Out
07:08:39,1,Out
07:08:39,2,In
07:09:10,1,Out
07:09:59,1,In
07:10:11,1,In
