time,bee type,in or out
06:00:00,1,In
06:00:56,1,Out
06:01:22,1,Out
06:02:02,1,In
06:03:03,1,Out
06:04:21,1,Out
06:05:20,1,Out
06:05:20,2,Out
06:06:08,1,In
06:06:22,1,Out
06:07:07,1,Out
06:07:20,1,Out
06:07:57,1,In
06:09:17,1,In
06:09:27,1,In
06:09:27,2,Out
06:09:52,1,In
06:10:46,1,Out
06:11:26,1,Out
06:11:35,2,Out
06:12:46,1,In
06:13:01,1,In
06:13:53,1,Out
06:14:48,1,In
06:16:02,1,In
06:17:40,1,In
06:17:52,1,In
06:18:49,1,In
06:18:55,1,In
06:19:33,1,In
06:20:21,1,Out
06:21:19,1,In
06:21:43,1,In
06:22:06,1,Out
06:22:53,1,Out
06:22:59,1,Out
06:23:59,1,In
06:24:51,1,In
06:25:12,2,In
06:25:45,1,Out
06:26:22,1,In
06:26:49,1,In
06:27:41,1,Out
06:28:19,1,In
06:29:10,1,In
06:29:30,1,Out
06:30:35,1,Out
06:31:52,1,In
06:31:52,2,In
06:32:08,1,Out
06:32:48,1,In
06:33:20,1,Out
06:33:30,1,Out
06:34:23,1,Out
06:34:23,2,In
06:35:07,1,Out
06:35:24,1,In
06:35:24,2,Out
06:35:47,1,Out
06:36:45,1,Out
06:37:08,1,In
06:38:02,1,In
06:38:45,1,Out
06:39:18,1,In
06:39:23,1,Out
06:40:16,1,Out
06:41:06,1,In
06:41:15,1,Out
06:41:21,1,Out
06:41:45,1,Out
06:42:41,1,Out
06:42:56,1,Out
06:43:36,1,Out
06:44:33,1,Out
06:45:06,1,Out
06:45:29,1,Out
06:45:36,1,In
06:46:13,1,In
06:46:13,2,In
06:46:59,1,Out
06:47:39,1,Out
06:47:47,1,In
06:48:46,1,In
06:50:07,1,In
06:50:21,1,In
06:50:51,1,In
06:51:06,1,In
06:51:31,1,Out
06:52:02,1,In
06:52:43,1,In
06:53:15,1,In
06:53:15,2,In
06:54:07,1,In
06:55:01,1,Out
06:55:46,1,Out
06:56:22,1,In
06:57:07,1,In
06:57:21,1,In
06:57:58,1,Out
06:58:20,1,Out
06:58:47,1,Out
06:59:11,1,Out
06:59:39,1,Out
06:59:49,1,In
07:00:45,1,In
07:01:42,1,Out
07:01:53,1,In
07:02:42,1,In
07:02:42,2,In
07:02:48,1,In
07:03:18,1,Out
07:03:42,1,In
07:04:42,1,In
07:05:26,1,In
07:05:46,1,In
07:06:44,1,Out
07:06:53,1,In
07:07:04,1,Out
07:08:19,1,In
07:08:42,1,Out
07:08:42,2,In
07:09:29,1,In
07:09:38,1,Out
07:09:53,1,In
07:10:37,1,In
07:10:45,2,In
07:11:07,1,In
07:11:07,2,In
07:11:25,1,Out
07:12:07,1,In
07:12:24,1,Out
07:12:39,1,In
07:12:54,1,Out
07:13:13,1,In
07:13:21,1,In
07:13:33,1,Out
07:13:49,1,In
07:14:21,1,In
07:14:49,1,In
07:16:11,1,Out
07:16:22,1,Out
07:17:22,1,Out
07:17:34,1,In
07:17:48,1,Out
07:18:14,1,Out
07:19:09,1,In
07:20:07,1,Out
07:20:36,1,In
07:20:54,1,In
07:20:54,2,In
07:22:05,1,Out
07:22:37,1,Out
07:23:42,1,In
07:24:26,1,Out
07:25:02,1,Out
07:25:43,1,Out
07:26:25,1,In
07:26:59,1,In
07:26:59,2,Out
07:27:15,1,Out
07:27:57,2,Out
07:28:20,1,In
07:28:59,1,In
07:29:21,1,In
07:29:48,1,In
07:30:22,1,Out
07:31:10,1,In
07:31:33,1,In
07:31:45,1,In
07:32:32,1,In
07:33:25,1,Out
07:34:24,1,Out
07:35:16,1,In
07:35:52,1,Out
07:36:52,1,In
07:37:07,1,In
07:37:53,1,In
07:38:45,1,Out
07:39:25,1,In
07:39:46,1,In
07:39:46,2,In
07:39:54,1,In
07:40:36,1,Out
07:41:01,1,Out
07:41:26,1,In
07:41:41,1,In
07:42:29,1,Out
07:43:26,1,Out
07:43:50,1,In
07:46:23,1,Out
07:46:44,1,Out
07:47:56,1,In
07:48:50,1,In
07:49:04,1,In
07:49:27,1,Out
07:50:19,1,Out
07:50:40,1,In
07:50:40,2,Out
07:51:10,1,Out
07:52:24,1,In
07:53:08,1,In
07:53:20,1,Out
07:54:13,2,In
07:55:31,1,Out
07:55:45,1,Out
07:56:26,1,Out
07:57:11,1,Out
07:57:39,2,Out
07:58:05,1,Out
07:58:42,1,Out
07:58:42,2,In
07:58:53,1,In
07:59:13,1,In
08:00:11,1,Out
08:01:01,1,In
08:02:08,1,Out
08:02:31,2,Out
08:02:51,1,In
08:02:51,2,Out
08:03:05,1,Out
08:04:14,1,In
08:06:05,2,In
08:07:43,1,Out
08:07:43,2,In
08:08:26,1,Out
08:09:30,2,Out
08:10:52,1,Out
08:17:41,1,In
08:19:21,1,Out
08:20:14,2,In
08:20:46,1,Out
08:22:32,2,Out
08:27:33,1,Out
08:28:07,2,In
08:33:26,2,In
08:33:32,2,In
08:34:09,1,Out
08:34:24,2,In
08:34:46,1,Out
08:36:50,1,In
08:37:40,1,In
08:37:45,1,In
08:39:29,1,In
08:39:48,1,In
08:40:03,1,In
08:41:21,1,Out
08:42:35,1,Out
08:43:13,1,In
08:43:25,2,Out
08:45:06,1,In
08:46:57,1,Out
08:49:19,1,Out
08:51:10,1,Out
08:51:39,1,Out
08:53:32,2,In
08:55:45,1,Out
08:55:45,2,Out
08:56:16,1,In
08:57:42,2,In
08:59:49,1,Out
09:00:02,2,In
09:00:34,2,In
09:01:12,1,Out
09:01:12,2,In
09:02:01,1,Out
09:02:32,1,Out
09:04:26,1,In
09:05:24,1,Out
09:07:59,1,Out
09:08:59,1,In
09:11:40,2,In
09:12:35,1,In
09:14:27,1,In
09:18:05,1,In
09:18:18,1,In
09:18:32,1,Out
09:19:24,1,In
09:20:15,1,Out
09:21:44,2,Out
09:22:25,1,Out
09:23:06,1,In
09:23:48,1,In
09:23:57,1,In
09:24:55,2,In
09:26:15,1,Out
