time,bee type,in or out
06:00:00,1,Out
06:00:23,1,Out
06:00:42,1,Out
06:00:48,1,Out
06:01:23,1,In
06:02:40,1,In
06:03:35,1,In
06:04:30,1,In
06:05:52,1,In
06:06:34,1,Out
06:07:27,1,In
06:08:22,1,In
06:08:22,2,In
06:08:47,1,In
06:09:34,1,In
06:09:51,1,Out
06:10:47,1,In
06:11:33,1,In
06:12:06,1,Out
06:12:45,1,In
06:14:21,1,In
06:15:24,1,Out
06:16:19,2,Out
06:16:40,1,In
06:17:04,1,In
06:18:02,1,Out
06:18:20,1,Out
06:18:31,1,Out
06:19:09,1,In
06:19:31,1,In
06:20:48,1,Out
06:21:19,1,In
06:21:57,1,In
06:22:46,1,Out
06:23:30,1,In
06:23:30,2,In
06:24:50,1,Out
06:26:25,1,Out
06:27:03,1,In
06:27:28,1,Out
06:28:59,1,In
06:29:37,1,In
06:30:33,1,In
06:30:39,1,In
06:30:49,1,Out
06:31:13,1,Out
06:31:20,2,In
06:32:18,1,In
06:32:38,1,Out
06:33:09,1,Out
06:34:01,1,In
06:34:18,1,In
06:34:44,1,Out
06:35:32,1,Out
06:36:57,1,Out
06:36:57,2,In
06:37:14,1,Out
06:38:12,1,In
06:38:22,1,Out
06:38:52,1,Out
06:39:38,1,Out
06:40:08,1,In
06:40:35,1,Out
06:40:46,1,In
06:41:30,1,Out
06:42:48,1,Out
06:43:01,1,In
06:43:45,1,Out
06:44:25,1,Out
06:44:38,1,Out
06:44:38,2,Out
06:44:52,1,Out
06:45:11,1,Out
06:45:25,1,Out
06:46:13,1,In
06:47:00,1,In
06:47:43,1,In
06:48:17,1,Out
06:49:16,1,Out
06:49:56,1,In
06:50:27,1,Out
06:51:19,1,Out
06:51:24,1,Out
06:52:11,1,In
06:53:10,1,Out
06:54:02,1,In
06:54:02,2,In
06:54:41,1,Out
06:55:24,1,In
06:55:50,1,In
06:56:20,1,In
06:56:29,1,In
06:56:29,2,In
06:56:46,1,Out
06:57:00,1,In
06:57:16,1,In
06:57:27,1,Out
06:58:08,1,Out
06:59:06,1,In
06:59:34,1,In
06:59:34,2,Out
06:59:52,1,Out
07:00:43,1,In
07:01:31,1,Out
07:02:22,1,In
07:02:42,1,In
07:02:52,1,In
07:03:39,1,Out
07:04:11,1,Out
07:05:05,1,Out
07:05:05,2,Out
07:05:55,1,In
07:06:09,1,In
07:06:09,2,In
07:07:07,1,Out
