time,bee type,in or out
06:01:06,2,Out
06:02:26,1,Out
06:02:37,1,Out
06:03:23,1,Out
06:04:05,1,In
06:04:44,1,In
06:05:25,1,In
06:06:38,1,In
06:07:09,1,Out
06:07:17,2,In
06:08:06,1,Out
06:08:27,1,In
06:10:19,1,Out
06:10:57,1,Out
06:11:36,1,Out
06:12:16,1,Out
06:12:46,1,In
06:13:42,1,Out
06:14:26,1,Out
06:15:36,1,Out
06:15:58,1,Out
06:16:09,1,Out
06:17:44,1,Out
06:18:21,1,In
06:19:46,1,In
06:19:57,1,In
06:20:20,1,Out
06:20:20,2,Out
06:21:20,1,In
06:22:04,1,In
06:22:15,2,Out
06:22:35,1,In
06:22:55,1,Out
06:23:00,1,In
06:23:14,1,Out
06:23:14,2,Out
06:24:04,1,In
06:24:04,2,In
06:24:46,1,In
06:25:24,1,In
06:25:24,2,Out
06:25:38,1,In
06:25:38,2,Out
06:26:09,2,In
06:26:14,1,Out
06:27:20,1,In
06:27:28,1,Out
06:28:21,1,Out
06:28:33,1,Out
06:29:00,1,In
06:29:07,1,In
06:29:39,1,In
06:30:10,1,In
06:30:10,2,Out
06:30:53,1,In
06:31:09,1,In
06:32:01,1,In
06:32:59,1,Out
06:34:29,1,In
06:35:17,1,In
06:35:17,2,In
06:36:14,1,Out
06:36:55,1,Out
06:37:17,1,Out
06:37:51,1,Out
06:38:17,1,In
06:38:39,1,Out
06:38:39,2,Out
06:40:16,1,Out
06:40:16,2,In
06:41:14,1,In
06:41:37,1,In
06:42:34,1,Out
06:43:29,1,Out
06:44:26,1,In
06:45:19,1,In
06:46:31,1,In
06:47:10,1,In
06:47:24,1,In
06:48:16,1,In
06:49:15,1,In
06:50:12,1,Out
06:51:01,1,Out
06:51:39,1,In
06:52:00,1,In
06:52:07,1,In
06:52:28,1,In
06:52:54,1,In
06:52:54,2,Out
06:53:43,1,Out
06:54:24,1,In
06:55:16,1,In
06:55:36,1,In
06:56:28,1,In
06:56:46,1,Out
06:57:43,1,In
06:58:21,1,Out
06:59:14,1,In
06:59:14,2,Out
06:59:25,1,In
06:59:49,1,In
06:59:58,1,In
07:00:21,1,In
07:01:20,1,Out
07:01:47,1,In
07:02:35,1,In
07:02:52,1,Out
07:03:45,1,Out
07:03:45,2,In
07:04:16,1,In
07:04:35,1,Out
07:05:00,1,In
07:05:55,1,Out
07:06:35,1,In
07:07:00,1,Out
07:07:57,1,In
07:08:13,1,Out
07:09:17,1,Out
07:11:01,1,Out
07:11:59,1,In
07:12:06,1,In
07:12:14,1,Out
07:12:26,1,In
07:12:43,1,Out
07:13:34,1,Out
07:13:41,1,Out
07:14:18,1,In
07:15:02,1,In
07:15:37,1,Out
07:15:51,1,Out
07:16:00,1,Out
07:16:06,1,In
07:16:39,1,In
07:17:00,1,In
07:17:08,1,Out
07:17:22,1,Out
07:17:44,1,In
07:18:31,1,In
07:19:18,1,Out
07:19:18,2,Out
07:19:57,1,In
07:20:29,1,Out
07:20:29,2,Out
07:20:55,1,In
07:21:06,1,Out
07:21:11,1,In
07:21:54,1,Out
07:22:49,1,Out
07:23:33,1,In
07:23:49,1,In
07:24:54,1,Out
07:25:11,1,Out
07:25:25,1,Out
07:26:22,1,In
07:26:59,1,In
07:27:32,1,Out
07:27:32,2,Out
07:28:00,1,In
07:28:33,1,In
07:29:13,1,In
07:29:44,1,Out
