time,bee type,in or out
06:01:40,1,Out
06:02:43,1,Out
06:03:31,1,In
06:03:37,1,In
06:04:35,1,Out
06:05:34,1,Out
06:07:01,1,Out
06:07:56,1,Out
06:08:46,1,In
06:08:51,1,Out
06:09:31,1,Out
06:10:44,1,Out
06:10:52,1,In
06:12:34,1,In
06:13:24,1,Out
06:14:15,1,Out
06:14:34,1,In
06:14:51,1,Out
06:15:34,1,Out
06:16:10,1,Out
06:16:43,1,In
06:17:15,1,In
06:17:24,1,Out
06:17:24,2,In
06:17:44,1,In
06:19:05,1,Out
06:19:25,1,Out
06:19:25,2,In
06:19:53,1,Out
06:20:38,1,Out
06:21:36,1,In
06:21:41,1,Out
06:22:44,1,Out
06:22:44,2,In
06:23:14,1,In
06:23:58,1,In
06:24:54,1,In
06:24:54,2,In
06:25:30,1,Out
06:25:35,1,Out
06:26:37,1,In
06:27:30,1,Out
06:28:42,1,Out
06:28:42,2,In
06:29:15,1,Out
06:29:42,2,Out
06:30:49,1,In
06:30:57,1,In
06:31:21,1,Out
06:31:35,1,In
06:32:51,1,In
06:33:03,1,In
06:33:18,1,In
06:33:48,1,Out
06:34:24,1,Out
06:34:49,1,In
06:35:13,1,Out
06:35:13,2,In
06:35:53,1,Out
06:36:10,1,Out
06:37:53,1,Out
06:38:16,1,Out
06:38:39,1,Out
06:39:24,1,Out
06:40:03,1,Out
06:40:29,1,Out
06:40:46,1,Out
06:41:45,1,Out
06:43:12,1,In
06:44:38,1,Out
06:44:46,1,Out
06:44:46,2,Out
06:45:44,1,Out
06:45:52,1,In
06:46:23,1,Out
06:47:17,1,Out
06:48:05,1,In
06:48:12,1,Out
06:48:49,1,Out
06:50:04,1,In
06:51:04,1,In
06:51:58,1,In
06:52:35,1,In
06:52:40,1,Out
06:52:50,1,Out
06:52:50,2,In
06:53:49,1,Out
06:54:40,1,In
06:55:04,1,In
06:55:26,1,Out
06:56:08,1,In
06:56:29,1,In
06:56:54,1,In
06:57:36,1,In
06:58:29,1,In
06:58:55,1,In
06:59:44,1,Out
07:00:10,1,In
07:00:51,1,Out
07:01:06,1,In
07:01:06,2,In
07:02:37,1,Out
