time,bee type,in or out
06:01:26,1,In
06:02:08,1,In
06:04:19,1,Out
06:04:42,1,Out
06:04:48,1,Out
06:04:57,1,In
06:05:25,1,Out
06:06:08,1,Out
06:07:00,1,Out
06:07:53,1,In
06:09:50,1,In
06:10:27,1,In
06:10:52,1,In
06:10:52,2,Out
06:11:11,1,Out
06:11:37,2,In
06:12:13,1,Out
06:12:58,1,In
06:13:36,1,Out
06:14:28,1,Out
06:16:04,1,In
06:16:12,1,In
06:17:53,1,Out
06:18:44,1,In
06:19:47,1,Out
06:20:06,1,Out
06:21:17,1,In
06:22:07,1,In
06:22:16,1,Out
06:23:11,1,Out
06:24:03,1,In
06:25:01,1,In
06:25:37,1,In
06:26:45,1,Out
06:27:11,1,Out
06:27:22,1,In
06:27:42,1,In
06:28:02,1,Out
06:28:07,1,Out
06:29:21,1,Out
06:29:40,1,Out
06:30:34,1,In
06:30:58,1,Out
06:31:16,1,Out
06:31:47,1,In
06:32:30,1,In
06:32:30,2,In
06:32:42,1,Out
06:32:42,2,Out
06:33:30,1,In
06:34:06,1,Out
06:34:52,1,In
06:35:51,1,Out
06:36:01,1,In
06:36:58,1,Out
06:37:37,1,In
06:38:54,1,In
06:39:04,1,In
06:39:16,1,In
06:39:29,1,Out
06:40:07,1,In
06:40:57,1,Out
06:41:57,1,Out
06:42:57,1,In
06:43:41,1,In
06:43:50,1,In
06:44:02,1,Out
06:44:35,1,In
06:45:04,1,In
06:45:23,1,In
06:46:00,1,Out
06:47:20,1,Out
06:47:31,1,In
06:48:07,1,Out
06:48:07,2,In
06:48:22,1,Out
06:48:57,1,In
06:49:19,1,In
06:49:52,1,In
06:50:46,1,In
06:51:14,1,Out
06:51:23,1,Out
06:52:16,1,Out
06:52:52,1,Out
06:53:52,1,Out
06:54:19,1,Out
06:55:10,1,In
06:55:40,1,In
06:55:40,2,In
06:56:19,1,In
06:56:58,1,Out
06:57:33,1,Out
06:57:33,2,In
06:57:56,1,Out
06:58:37,1,Out
06:58:46,1,Out
06:59:44,1,In
07:00:22,1,Out
07:00:51,1,In
07:01:02,1,Out
07:01:11,1,In
07:01:17,1,In
07:02:14,1,Out
07:03:12,1,In
07:03:45,1,Out
07:04:31,1,In
07:05:18,1,In
07:05:40,1,In
07:06:32,1,Out
07:07:09,1,Out
07:07:50,1,Out
07:08:26,1,In
07:08:45,1,In
07:09:17,1,Out
07:10:17,1,In
07:10:30,1,In
07:11:07,1,In
07:11:53,1,Out
07:12:13,1,Out
07:12:13,2,Out
07:12:39,1,Out
07:13:15,1,In
07:13:25,1,In
07:14:15,1,In
07:15:11,1,Out
07:15:26,1,In
07:16:09,1,Out
07:16:46,1,Out
07:17:14,1,Out
07:17:14,2,In
07:17:40,1,In
07:18:10,1,Out
07:18:18,1,Out
07:18:26,1,In
07:19:06,1,Out
07:19:39,1,In
07:20:27,1,Out
07:21:08,1,In
07:21:56,1,Out
07:22:23,1,Out
07:22:23,2,In
