time,bee type,in or out
06:00:06,1,Out
06:00:34,1,In
06:02:19,1,In
06:02:48,1,In
06:04:20,1,Out
06:05:59,1,Out
06:07:27,1,Out
06:07:27,2,In
06:07:51,1,In
06:09:02,2,Out
06:09:43,1,Out
06:10:20,1,In
06:10:42,1,In
06:11:36,1,Out
06:12:05,1,Out
06:12:49,1,Out
06:13:02,1,In
06:14:08,1,Out
06:14:08,2,Out
06:14:52,1,In
06:15:47,1,In
06:16:40,1,In
06:17:06,1,In
06:17:29,1,Out
06:18:31,1,Out
06:19:12,1,In
06:19:17,1,In
06:19:56,1,Out
06:20:37,2,Out
06:21:10,1,Out
06:21:48,1,In
06:23:56,1,Out
06:25:25,1,Out
06:26:06,1,Out
06:26:49,1,In
06:27:42,1,Out
06:28:33,1,Out
06:28:46,1,In
06:29:41,1,Out
06:30:10,1,In
06:30:59,1,Out
06:31:35,1,In
06:32:13,1,In
06:33:02,1,In
06:33:18,1,Out
06:33:51,1,In
06:33:51,2,In
06:34:24,1,In
06:35:03,1,In
06:35:39,1,Out
06:36:29,1,In
06:37:23,1,In
06:37:23,2,Out
06:38:19,1,Out
06:39:14,1,Out
06:39:21,1,In
06:40:21,1,Out
06:40:28,1,Out
06:40:28,2,In
06:43:04,1,Out
06:43:25,1,In
06:44:15,1,In
06:44:42,1,In
06:45:02,1,In
06:45:34,1,Out
06:45:41,1,Out
06:46:30,1,Out
06:46:45,1,In
06:46:57,1,In
06:47:18,1,In
06:48:09,1,Out
06:49:02,1,Out
06:49:32,1,Out
06:51:04,1,Out
06:52:02,1,In
06:52:14,1,In
06:52:30,1,Out
06:52:30,2,In
06:52:38,1,In
06:52:38,2,Out
06:53:38,1,In
06:53:38,2,Out
06:53:54,2,In
06:54:33,1,In
06:54:57,1,Out
06:55:37,1,Out
06:56:26,1,Out
06:56:37,1,Out
06:57:31,1,In
06:58:25,1,Out
06:58:25,2,In
06:59:17,1,Out
06:59:39,1,In
07:00:24,1,In
07:00:36,1,In
07:01:12,1,Out
07:01:25,1,Out
07:03:59,1,In
07:04:24,1,In
07:04:59,1,In
07:05:24,1,Out
07:06:03,1,In
07:06:25,1,In
07:07:23,1,In
07:07:58,1,In
07:07:58,2,In
07:10:39,1,In
07:11:26,1,Out
07:11:51,1,In
07:12:04,1,In
07:12:58,1,In
07:13:23,1,In
07:13:54,1,In
07:14:51,1,Out
07:15:28,1,In
07:16:15,1,Out
07:17:06,1,Out
07:17:46,1,Out
07:18:17,1,Out
07:18:43,1,In
07:18:43,2,Out
07:18:54,1,Out
07:19:06,1,Out
07:19:23,1,Out
07:20:23,1,Out
07:21:15,1,In
07:21:36,1,In
07:22:19,1,Out
07:22:30,1,Out
07:23:09,1,In
07:24:06,1,In
07:24:06,2,In
07:24:39,1,Out
07:25:22,1,Out
07:25:36,1,Out
07:26:30,1,Out
07:26:30,2,Out
07:27:26,1,In
07:28:36,1,Out
