time,bee type,in or out
06:00:00,1,Out
06:00:38,1,In
06:01:25,1,In
06:02:17,1,Out
06:03:01,1,In
06:03:01,2,Out
06:03:32,1,In
06:05:15,1,In
06:05:25,1,In
06:05:39,1,In
06:06:36,1,In
06:06:58,1,In
06:07:06,2,Out
06:07:23,1,In
06:08:36,1,Out
06:09:11,1,Out
06:09:28,1,Out
06:10:12,1,In
06:12:11,1,In
06:13:10,1,In
06:14:25,1,Out
06:14:30,1,In
06:15:40,1,Out
06:16:02,1,Out
06:16:46,1,Out
06:17:18,1,In
06:18:05,1,In
06:19:00,1,Out
06:19:47,1,Out
06:19:47,2,In
06:20:40,1,In
06:21:13,1,In
06:21:44,1,Out
06:22:05,1,In
06:23:04,1,Out
06:23:04,2,In
06:23:43,1,Out
06:24:32,1,Out
06:25:20,1,In
06:26:39,1,In
06:27:16,1,Out
06:28:08,1,Out
06:28:58,1,In
06:29:25,1,Out
06:30:03,1,Out
06:30:43,1,Out
06:31:08,1,Out
06:31:08,2,In
06:31:13,1,In
06:31:31,1,Out
06:32:49,1,In
06:33:29,1,In
06:33:29,2,Out
06:33:53,1,In
06:34:18,1,Out
06:34:36,1,In
06:34:48,1,Out
06:35:31,1,In
06:36:30,1,Out
06:37:10,1,In
06:37:16,1,In
06:37:46,1,Out
06:38:40,1,Out
06:40:12,1,Out
06:41:07,1,In
06:41:31,1,In
06:41:47,1,In
06:42:14,1,In
06:42:23,1,Out
06:42:51,1,Out
06:42:51,2,In
06:43:03,1,In
06:43:26,1,Out
06:43:26,2,In
06:43:53,1,Out
06:44:18,1,Out
06:44:51,1,In
06:46:11,1,Out
06:46:52,1,In
06:47:09,1,Out
06:47:53,1,In
06:48:38,1,Out
06:50:51,1,In
06:52:16,1,In
06:52:24,1,In
06:52:58,1,In
06:53:07,1,Out
06:54:02,1,In
06:54:28,1,Out
06:55:16,1,Out
06:55:42,1,Out
06:55:42,2,In
06:56:12,1,In
06:56:20,1,Out
06:57:01,1,In
06:57:57,1,Out
06:58:54,1,Out
06:59:00,1,Out
06:59:43,1,Out
07:01:10,1,In
07:01:32,1,In
07:02:29,1,Out
07:02:36,1,Out
07:03:20,1,In
07:03:27,1,In
07:04:15,1,Out
07:04:30,1,In
07:04:35,1,In
07:04:58,1,In
07:04:58,2,Out
07:05:17,1,Out
07:05:29,1,In
07:05:45,1,Out
07:06:15,1,In
07:07:10,1,Out
07:08:19,1,In
07:09:01,1,Out
07:09:40,1,In
07:09:40,2,In
07:10:21,1,In
07:10:50,1,In
07:11:33,1,Out
07:11:57,1,Out
07:12:52,1,Out
07:13:23,1,In
07:14:11,1,In
07:15:01,1,In
07:15:55,1,Out
07:16:30,1,In
07:16:39,1,In
07:18:13,1,In
07:18:57,1,In
07:19:29,1,Out
07:19:56,1,Out
07:20:40,1,In
07:20:40,2,Out
07:21:33,1,In
07:22:16,1,Out
07:23:05,1,In
07:23:54,1,In
07:25:36,1,In
07:26:32,1,Out
07:27:14,1,In
07:27:58,1,Out
07:28:20,1,In
07:28:37,1,In
07:29:25,1,In
07:30:18,1,In
07:30:50,1,In
07:31:03,2,Out
07:31:50,1,Out
07:32:45,1,In
07:33:06,1,In
07:33:34,1,In
07:34:19,1,In
07:34:50,1,Out
07:35:02,1,Out
07:35:37,1,In
07:36:31,2,Out
07:37:00,1,In
07:37:45,1,In
07:37:45,2,Out
07:38:35,1,Out
07:39:30,1,Out
07:40:29,1,In
07:41:07,1,Out
07:41:43,1,In
07:41:43,2,Out
07:42:00,1,In
07:43:18,1,Out
07:44:01,1,Out
07:44:39,1,Out
07:45:26,1,Out
07:45:44,1,Out
07:46:07,1,Out
07:47:03,1,Out
07:47:50,1,In
07:49:02,1,Out
07:49:30,1,In
07:49:55,1,Out
07:50:43,1,In
07:50:50,1,In
07:51:38,2,In
07:54:47,1,Out
07:55:43,1,Out
07:56:31,1,Out
07:57:23,1,In
08:00:31,1,Out
08:01:01,2,Out
08:01:36,1,In
08:01:36,2,In
08:02:19,1,Out
08:02:47,1,In
08:02:47,2,In
08:04:21,2,Out
08:05:16,2,In
08:05:53,1,In
08:06:17,1,In
08:06:49,1,Out
08:08:33,1,Out
08:09:50,2,In
08:10:40,1,In
08:14:43,1,In
08:15:59,1,In
08:15:59,2,Out
08:17:47,1,In
08:20:27,1,Out
08:21:39,1,In
08:23:32,1,Out
08:24:45,1,In
08:25:04,2,Out
08:25:12,1,Out
08:25:34,1,Out
08:27:22,2,In
08:31:28,1,Out
08:32:54,2,Out
08:33:29,1,In
08:34:58,1,Out
08:36:40,1,Out
08:36:40,2,In
08:37:09,1,In
08:37:34,1,Out
08:39:11,2,Out
08:39:50,1,In
08:42:01,2,Out
08:43:27,1,Out
08:44:11,2,Out
08:45:37,1,In
08:46:33,1,Out
08:46:55,1,Out
08:47:44,1,In
08:48:15,1,Out
08:48:41,2,Out
08:48:49,1,Out
08:49:16,1,In
08:49:32,1,Out
08:51:39,1,In
08:52:34,1,Out
08:54:07,1,Out
08:55:00,1,Out
08:55:00,2,In
08:57:06,2,In
09:02:13,1,In
09:03:54,1,Out
09:06:16,1,Out
09:07:55,1,In
09:14:58,1,In
09:15:38,1,In
09:17:29,1,In
09:21:02,1,In
09:22:44,1,In
09:23:15,1,In
09:24:34,1,Out
09:25:00,1,In
09:25:00,2,In
09:26:11,1,Out
09:26:55,1,In
09:27:49,1,In
09:27:49,2,In
09:28:58,1,Out
09:29:30,1,Out
09:30:22,1,Out
09:31:48,1,In
09:32:47,1,In
09:33:10,1,Out
09:33:25,1,In
09:34:42,1,In
09:35:58,1,Out
09:36:23,2,In
09:38:05,1,Out
09:41:36,1,Out
09:42:08,1,In
09:43:43,1,Out
09:44:27,1,In
09:46:40,1,In
09:46:50,1,Out
09:47:06,1,Out
09:47:52,2,In
09:49:19,1,In
09:52:10,1,In
09:53:09,2,In
09:53:42,1,Out
09:53:42,2,Out
09:54:15,1,In
09:57:39,1,In
09:57:39,2,In
09:58:33,1,In
09:59:34,1,In
10:00:30,1,Out
10:01:10,1,Out
10:01:37,1,Out
10:01:37,2,Out
10:02:11,1,In
10:04:53,1,In
10:05:38,1,Out
10:06:28,1,In
10:07:26,1,In
10:07:26,2,In
10:07:53,1,In
